phrase;rel_page;2018-11-10;2018-11-11;2018-11-12;2018-11-13;2018-11-14;2018-11-15;2018-11-16;2018-11-17;2018-11-18;2018-11-19;2018-11-20;2018-11-21;2018-11-22;2018-11-23;2018-11-24;2018-11-25;2018-11-26;2018-11-27;2018-11-28;2018-11-29
крем вокруг глаз ahava;https://da-vita.ru/catalog/kremi-dlya-glaz-vek-ahava.html;16;11;12;12;12;12;12;12;12;10;13;10;10;10;11;13;14;10;11;19
крем вокруг глаз ahava купить;https://da-vita.ru/catalog/kremi-dlya-glaz-vek-ahava.html;4;2;2;5;3;3;3;7;4;3;4;5;2;2;4;1;1;2;1;2
крем вокруг губ от морщин купить;https://da-vita.ru/catalog/krem-ot-morshchin-vokrug-gub.html;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2
крем воск от псориаза купить;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
крем гель для век с маслом ши;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
крем для волос несмываемый купить;https://da-vita.ru/catalog/maski-i-nesmivaemie-kremi-dlya-volos.html;11;13;11;11;11;11;11;11;12;15;11;12;11;11;11;11;13;12;10;19
крем для глаз ahava;https://da-vita.ru/catalog/kremi-dlya-glaz-vek-ahava.html;8;8;9;9;9;9;10;10;10;7;9;9;9;28;11;8;8;10;6;7
крем для глаз premier;https://da-vita.ru/catalog/kremi-i-geli-dlya-koji-vokrug-glaz/krem-dlya-koji-vokrug-glaz_premier.html;18;25;14;18;16;16;20;20;22;16;18;14;13;38;14;41;17;13;13;33
крем для глаз sea of spa;https://da-vita.ru/catalog/kremi-dlya-glaz-sea-of-spa.html;40;18;17;33;34;15;19;19;20;18;20;46;16;16;17;16;14;19;18;16
крем для глаз sea of spa нежный;https://da-vita.ru/catalog/kremi-s-aloe/vosstanavlivayushchii_kremgel_dlya_koji_vokrug_glaz_bio_marine.html;27;24;27;66;60;60;62;31;63;30;34;56;54;79;52;54;28;27;31;28
крем для глаз лифтинг;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
крем для глаз от морщин для мужчин купить;https://da-vita.ru/catalog/kremi-ot-morshchin.html;30;30;37;40;28;25;28;34;28;25;32;16;20;20;24;28;28;24;27;37
крем для глаз с витамином с купить;https://da-vita.ru/catalog/geli-i-kremi-dlya-glaz-s-vitaminom-e.html;2;2;2;3;2;3;3;4;2;2;1;1;7;2;2;2;5;3;6;9
крем для глаз с золотом;https://da-vita.ru/catalog/geli-i-kremi-dlya-glaz-s-zolotom.html;5;7;8;7;7;8;7;8;7;6;5;5;5;6;7;7;9;7;8;10
крем для жирной кожи лица на лето;https://da-vita.ru/beauty-blog/kak-vibrat-krem-na-leto-i-vesnu.html;101;101;101;101;101;101;101;28;101;101;101;101;101;101;101;101;101;101;101;83
крем для жирной кожи на лето;https://da-vita.ru/beauty-blog/kak-vibrat-krem-na-leto-i-vesnu.html;101;101;101;101;101;101;101;101;101;101;31;101;101;101;101;101;101;101;101;30
крем для зрелой кожи рук;https://da-vita.ru/catalog/kremi-dlya-zreloi-koji-ruk.html;4;4;4;5;5;3;4;3;3;2;2;3;3;3;3;2;2;2;3;2
крем для кожи вокруг глаз ahava;https://da-vita.ru/catalog/kremi-dlya-glaz-vek-ahava.html;13;14;14;16;14;33;14;34;17;14;15;14;14;15;14;13;16;13;13;16
крем для кожи вокруг глаз ahava минеральный;https://da-vita.ru/catalog/kremi-dlya-glaz-vek-ahava.html;29;23;23;23;37;28;31;38;37;32;34;30;30;30;29;39;27;18;18;13
крем для кожи летом;https://da-vita.ru/beauty-blog/kak-vibrat-krem-na-leto-i-vesnu.html;15;16;16;14;15;16;15;16;22;17;18;16;15;16;16;16;15;17;17;31
крем для кожи рук увлажняющий;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
крем для кожи тела купить;https://da-vita.ru/catalog/gustie-kremi-i-masla-batteri-dlya-tela.html;16;18;16;20;30;23;23;22;26;26;22;19;17;22;22;20;20;26;20;23
крем для лета для 35 40;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
крем для лета после 60 лет;https://da-vita.ru/catalog/antivozrastnie-kremi-60-let.html;101;101;101;101;95;101;101;101;101;101;101;101;101;101;101;94;96;99;101;41
крем для лечения грибка ногтей на ногах;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
крем для лица 25 купить;https://da-vita.ru/catalog/nochnie-kremi-25-let.html;2;2;2;2;3;3;28;7;3;7;101;2;2;2;33;4;5;4;5;4
крем для лица 25 лет купить;https://da-vita.ru/catalog/kremi-dlya-lica-25-let.html;2;2;2;2;2;2;2;2;2;2;2;2;4;2;4;2;4;4;4;4
крем для лица 45 лет купить;https://da-vita.ru/catalog/kremi-dlya-lica-45-let.html;1;1;1;2;1;1;1;2;2;1;1;1;1;1;1;2;2;1;2;2
крем для лица 50 лет купить;https://da-vita.ru/catalog/kremi-dlya-lica-50-let.html;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
крем для лица black pearl;https://da-vita.ru/catalog/kosmetika-black-pearl.html;2;2;2;2;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2
крем для лица dr sea;https://da-vita.ru/catalog/kremi-s-vitaminom-c/krem_dlya_lica_protiv_morshchin_spf_15.html;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;74
крем для лица kedem;https://da-vita.ru/catalog/kremi-kedem.html;4;4;4;4;4;6;6;5;6;5;6;4;5;5;5;17;15;5;7;7
крем для лица весной для женщин;https://da-vita.ru/beauty-blog/kak-vibrat-krem-na-leto-i-vesnu.html;101;6;101;101;101;101;101;101;101;101;101;98;98;99;98;101;101;101;101;17
крем для лица весной какой выбрать;https://da-vita.ru/beauty-blog/kak-vibrat-krem-na-leto-i-vesnu.html;6;7;6;9;6;6;6;9;9;6;6;6;6;6;6;6;7;6;7;6
крем для лица весной после 40;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
крем для лица для жирной кожи купить;https://da-vita.ru/catalog/kremi-dlya-jirnoi-koji.html;14;14;8;15;12;10;11;12;13;11;11;11;10;13;13;101;7;7;7;9
крем для лица для чувствительной кожи ahava;https://da-vita.ru/catalog/zajivlyayushchie-i-uspokaivayushchie-sredstva/uspokaivayushchii-krem-lica-dlya-ochen-chuvstvitel-noi-i-razdrajennoi-koji-clineral-skinpro.html;4;4;3;7;5;5;6;5;6;5;6;4;4;5;7;4;5;4;4;13
крем для лица израильская косметика;https://da-vita.ru/catalog/izrailskie-kremi-dlya-lica.html;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
крем для лица купить в интернет магазине;https://da-vita.ru/catalog/kremi-dlya-lica.html;66;66;65;70;69;72;73;73;73;71;71;71;71;71;32;69;72;69;74;46
крем для лица на весну и лето;https://da-vita.ru/beauty-blog/kak-vibrat-krem-na-leto-i-vesnu.html;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
крем для лица на лето;https://da-vita.ru/beauty-blog/kak-vibrat-krem-na-leto-i-vesnu.html;11;12;12;12;12;12;12;12;12;12;12;12;12;12;12;11;11;11;13;12
крем для лица на лето с spf;https://da-vita.ru/beauty-blog/kak-vibrat-krem-na-leto-i-vesnu.html;12;12;12;11;14;14;21;15;19;15;23;14;14;14;15;12;13;14;18;23
крем для лица после 25 лет купить;https://da-vita.ru/catalog/nochnie-kremi-25-let.html;1;1;2;6;1;1;1;1;2;1;3;1;1;3;1;3;2;6;2;3
крем для лица после 50 лет купить;https://da-vita.ru/catalog/kremi-dlya-lica-50-let.html;1;1;1;2;1;1;1;2;1;1;1;2;1;1;1;1;1;1;1;1
крем для лица после 55 лет купить;https://da-vita.ru/catalog/kremi-dlya-lica-55-let.html;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
крем для лица после 60 лет купить;https://da-vita.ru/catalog/kremi-dlya-lica-60-let.html;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
крем для лица премиум класса;https://da-vita.ru/catalog/izrailskie-kremi-dlya-lica.html;47;41;49;36;24;30;30;39;41;48;54;35;36;34;35;36;44;43;46;53
крем для лица с антиоксидантами;https://da-vita.ru/beauty-blog/antioksidanti-v-kosmetike.html;83;83;82;82;88;88;79;86;86;86;89;17;17;19;19;18;18;14;16;26
крем для ног ahava;https://da-vita.ru/catalog/kremi-dlya-nog-ahava.html;4;4;6;4;8;4;4;4;7;4;4;4;4;4;4;4;4;4;4;4
крем для огрубевшей кожи ног купить;https://da-vita.ru/catalog/krem-dlya-ogrubevshei-koji.html;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;5;4;2
крем для огрубевшей кожи рук купить;https://da-vita.ru/catalog/krem-dlya-ogrubevshei-koji.html;7;5;5;6;6;7;8;6;8;9;7;5;5;6;6;7;5;5;8;7
крем для подтяжки кожи тела купить;https://da-vita.ru/catalog/kremi-dlya-podtyajki-kozhi-tela.html;15;13;13;15;21;14;14;15;16;15;15;15;15;15;17;15;17;20;17;19
крем для проблемной кожи лица купить;https://da-vita.ru/catalog/kremi-dlya-jirnoi-koji.html;25;28;23;23;26;23;23;40;26;25;24;24;22;23;24;23;20;22;18;21
крем для проблемной кожи на лето;https://da-vita.ru/beauty-blog/kak-vibrat-krem-na-leto-i-vesnu.html;18;18;19;19;20;28;20;39;22;19;19;22;22;40;30;17;18;18;18;37
крем для рук ahava купить;https://da-vita.ru/catalog/kremi-dlya-ruk-ahava.html;12;11;10;11;11;14;18;18;20;17;16;15;12;12;10;10;14;13;11;10
крем для рук ahava цена;https://da-vita.ru/catalog/kremi-dlya-ruk-ahava.html;32;33;19;29;22;24;24;23;23;37;35;18;32;22;19;19;17;17;19;25
крем для рук black pearl;https://da-vita.ru/catalog/uhod-za-nogtyami/pitatelnii_jemchujnii_krem_dlya_ruk_i_nogtei.html;3;3;3;4;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5
крем для рук dr sea;https://da-vita.ru/catalog/kremi-dlya-ruk-dr-sea.html;23;17;19;19;19;17;25;40;21;22;17;17;18;19;16;16;21;56;28;28
крем для рук health beauty;https://da-vita.ru/catalog/uhod-za-nogtyami/krem-dlya-ruk-i-nogtei-s-maslom-argani-180-ml.html;35;79;79;41;79;84;84;26;31;25;26;21;53;52;30;40;35;38;26;44
крем для рук mon platin dsm;https://da-vita.ru/catalog/kremi-dlya-suhoi-koji-ruk/krem-dlya-ruk-s-aloe.html;51;35;38;49;42;36;41;37;39;52;36;47;41;38;28;39;33;34;35;38
крем для рук premier;https://da-vita.ru/catalog/kremi-dlya-zreloi-koji-ruk/pitatelnii-krem-dlya-ruk-premier.html;34;35;35;13;13;11;39;19;11;10;11;35;31;11;11;10;11;11;11;29
крем для рук sea of spa;https://da-vita.ru/catalog/kremi-dlya-ruk-sea-of-spa.html;11;5;5;6;14;6;6;8;7;18;18;6;6;6;5;5;14;6;7;8
крем для рук sea of spa купить;https://da-vita.ru/catalog/kremi-dlya-ruk-sea-of-spa.html;1;1;1;1;1;1;1;1;2;5;1;4;1;1;1;1;2;1;2;1
крем для рук израильский health beauty;https://da-vita.ru/catalog/kremi-dlya-suhoi-koji-ruk/multivitaminnii-krem-dlya-ruk-i-nogtei.html;12;9;18;12;12;11;11;8;24;19;8;8;8;19;13;9;16;12;11;17
крем для рук израильский sea of spa;https://da-vita.ru/catalog/kremi-dlya-ruk-sea-of-spa.html;2;2;2;8;2;2;7;2;3;2;2;2;2;7;5;2;2;2;2;3
крем для рук регенерирующий купить;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
крем для смягчения кожи ног;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
крем для смягчения кожи рук;-;37;33;32;30;75;74;74;45;99;76;76;36;35;36;35;37;73;73;76;101
крем для сухой кожи ног купить;https://da-vita.ru/catalog/krem-dlya-suhoi-koji-nog.html;4;5;4;9;6;5;6;5;7;5;5;6;4;4;4;4;6;5;4;4
крем для сухой кожи рук купить;https://da-vita.ru/catalog/kremi-dlya-suhoi-koji-ruk.html;10;12;27;21;20;13;14;16;20;15;13;13;11;14;11;16;14;13;13;16
крем для тела dr sea;https://da-vita.ru/catalog/kremi-dlya-tela-dr-sea.html;36;37;37;43;37;40;42;66;44;40;42;38;34;61;33;49;34;36;37;46
крем для тела sea of spa;https://da-vita.ru/catalog/kremi-dlya-tela-sea-of-spa.html;12;4;5;4;13;23;16;15;18;12;15;11;10;14;10;10;8;9;7;19
крем для тела израильская косметика;https://da-vita.ru/catalog/izrailskaya-kosmetika-dlya-tela.html;2;3;3;2;3;3;3;3;2;3;3;3;3;2;3;2;2;2;1;2
крем для тонуса кожи тела купить;https://da-vita.ru/catalog/kremi-dlya-podtyajki-kozhi-tela.html;42;44;62;48;91;50;50;50;55;45;46;58;58;46;45;42;50;43;50;66
крем для увлажнения кожи рук купить;https://da-vita.ru/catalog/uvlajnyayushchie-pitatelnie-kremi-dlya-tela.html;43;55;57;46;50;45;49;56;53;49;48;43;40;43;46;47;97;96;87;42
крем для увлажнения кожи тела купить;https://da-vita.ru/catalog/uvlajnyayushchie-pitatelnie-kremi-dlya-tela.html;23;23;17;25;21;26;28;28;29;22;23;23;18;22;22;15;17;31;18;21
крем для упругости тела купить;https://da-vita.ru/catalog/kremi-dlya-uprugosti-kozhi-tela.html;15;18;18;28;17;16;18;30;24;18;19;21;45;47;19;28;16;15;16;27
крем для чувствительной кожи рук купить;https://da-vita.ru/catalog/kremi-dlya-chuvstvitel-noi-koji-ruk.html;5;7;5;7;10;9;9;11;13;10;11;16;9;10;9;9;9;9;10;10
крем дневной ahava;https://da-vita.ru/catalog/kosmetika-dlya-lica-na-vesnu-i-leto/dnevnoi-krem-dlya-podtyajki-koji-lica-s-shirokim-spektrom-zashchiti-spf-20.html;21;24;23;25;21;32;22;22;24;17;29;15;18;13;14;16;17;16;13;37
крем дневной для чувствительной кожи купить;https://da-vita.ru/catalog/dnevnie-kremi.html;10;15;15;16;21;13;13;12;17;11;13;9;10;10;9;9;9;9;7;10
крем дневной с лифтинг эффектом купить;https://da-vita.ru/catalog/lifting-kremi.html;2;2;1;2;2;2;2;2;2;2;3;1;1;4;2;3;2;2;2;3
крем дневной увлажняющий купить;https://da-vita.ru/catalog/dnevnie-kremi.html;80;87;87;17;12;12;13;15;14;10;11;9;10;12;9;8;9;12;9;15
крем заживляющий против трещин на ногах купить;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
крем золотой;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
крем израиль ahava;https://da-vita.ru/catalog/ahava.html;9;10;9;10;8;8;8;8;8;7;9;7;7;9;8;7;7;6;8;8
крем коллагеновый health beauty;https://da-vita.ru/catalog/kosmetika-s-maslom-shi/collagen_day_cream.html;4;4;4;4;2;2;3;4;4;4;4;4;2;2;3;3;3;3;3;4
крем лифтинг для век;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
крем лифтинг для век антивозрастной;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
крем лифтинг шеи декольте;https://da-vita.ru/catalog/lifting-kremi-dlya-shei-dekolte.html;51;26;39;45;67;34;35;87;89;89;91;87;87;87;92;92;101;101;98;52
крем на лето;https://da-vita.ru/beauty-blog/kak-vibrat-krem-na-leto-i-vesnu.html;9;10;8;8;10;10;12;17;23;22;13;22;13;12;11;12;11;15;11;11
крем на лето для комбинированной кожи;-;101;101;101;101;101;35;101;101;101;101;101;101;101;101;101;101;101;101;101;101
крем на лето после 40 лет;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
крем на лето с spf;https://da-vita.ru/beauty-blog/kak-vibrat-krem-na-leto-i-vesnu.html;18;20;18;20;20;22;21;45;25;23;21;22;22;45;22;23;24;25;26;37
крем на лето с спф;https://da-vita.ru/beauty-blog/kak-vibrat-krem-na-leto-i-vesnu.html;14;17;15;15;13;24;13;17;18;17;15;17;17;19;18;24;20;18;18;33
крем на основе гиалуроновой кислоты купить;https://da-vita.ru/catalog/kremi-s-gialuronovoi-kislotoi.html;16;15;24;21;84;16;26;15;23;19;15;14;34;15;15;15;27;15;20;31
крем на основе черной икры;-;97;97;97;95;100;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
крем ног антибактериальным эффектом;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
крем ночной 35 лет купить;https://da-vita.ru/catalog/nochnie-kremi-35-let.html;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2
крем ночной лифтинг купить;https://da-vita.ru/catalog/lifting-kremi.html;3;3;6;4;5;7;9;6;7;8;7;5;6;5;9;5;4;5;5;7
