phrase;rel_page;2018-10-05;2018-10-06;2018-10-07;2018-10-08;2018-10-09;2018-10-10;2018-10-11;2018-10-12;2018-10-13;2018-10-14;2018-10-15;2018-10-16;2018-10-17;2018-10-18
средство от перхоти для мужчин купить;https://da-vita.ru/catalog/ot-perhoti.html;97;97;101;101;101;101;101;101;94;94;101;99;99;99
средство от перхоти купить;https://da-vita.ru/catalog/ot-perhoti.html;39;37;21;39;33;36;37;84;40;41;83;83;80;84
средство от раздражения на коже купить;https://da-vita.ru/catalog/ochishchenie-problemnoi-koji-golovi/midbar-medbar---protivospalitelnoe-maslo.html;45;38;92;52;50;88;90;101;88;88;94;89;91;45
средство от секущихся волос купить;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101
средство от черных точек на носу купить;https://da-vita.ru/catalog/kosmetika-ot-chernih-tochkek.html;13;11;11;13;11;6;9;12;13;14;13;13;14;15
сс крем на лето;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101
сс крем с лифтинг эффектом;-;96;97;91;94;95;92;90;101;101;101;101;101;101;101
сыворотка ahava;https://da-vita.ru/catalog/sivorotki-i-serumi-dlya-koji-vokrug-glaz/koncentrat-osmoter-s-mineralami-mertvogo-morya-dlya-koji-vokrug-glaz.html;32;33;31;16;21;18;16;16;21;21;13;22;17;23
сыворотка dr sea;https://da-vita.ru/catalog/sivorotki-dlya-lica-dr-sea.html;52;50;39;69;42;45;45;43;45;46;38;45;48;50
сыворотка sea of spa;https://da-vita.ru/catalog/maslo-makadamii-dlya-volos/maslyanaya-sivorotka-s-keratinom-i-maslom-makadamii.html;35;33;35;38;32;31;34;35;38;43;38;39;40;39
сыворотка гиалуроновой кислоты цена;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101
сыворотка для глаз sea of spa;https://da-vita.ru/catalog/sivorotki-balzami-losoni-s-aloe/aktivnaya_sivorotka_dlya_koji_vokrug_glaz_alternative_plus_.html;44;44;45;44;41;46;40;44;45;47;43;47;32;49
сыворотка для лица dr sea;https://da-vita.ru/catalog/sivorotki-dlya-lica-dr-sea.html;44;43;44;43;40;35;38;35;39;49;37;39;41;41
сыворотка для лица sea of spa укрепляющая;https://da-vita.ru/catalog/kosmetika-s-l-nyanim-maslom/ukreplyayushchii_serum_dlya_lica_dlya_vseh_tipov_koji_bio_marine.html;19;18;19;15;13;10;12;10;11;16;11;16;13;15
сыворотка для лица израильская косметика;https://da-vita.ru/catalog/izrailskie-sivorotki-dlya-lica.html;2;4;4;3;3;3;3;3;2;3;3;4;3;3
сыворотка обогащенная черной икрой;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101
сыворотка с витамином с купить;https://da-vita.ru/catalog/sivorotki-s-vitaminom-c.html;68;41;45;68;41;71;66;67;66;67;85;62;58;61
сыворотка с витамином с цена;https://da-vita.ru/catalog/sivorotki-s-vitaminom-c.html;42;24;44;30;38;39;40;38;39;39;38;38;38;30
сыворотка с золотом;https://da-vita.ru/catalog/ulitochnii-mucin/syvorotka-intensivno-vosstanavlivayushchaya-protiv-morshchin-s-ekstraktom-korolevskoy-ulitki.html;101;101;101;101;101;101;101;101;97;96;21;29;23;27
сыворотки premier;https://da-vita.ru/catalog/serumi-i-sivorotki-dlya-lica/koncentrirovannii-serum-prestige-dlya-lica-s-vitaminami-e-i-s.html;14;13;3;13;10;12;13;12;11;15;13;14;13;7
термальная маска black pearl;https://da-vita.ru/catalog/kosmetika-ot-chernih-tochkek/termalnaya_razogrevayushchaya_maska_dlya_lica.html;3;3;3;3;2;3;3;3;3;5;5;5;1;4
тканевые маски для лица купить;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101
тканевые маски купить;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101
тональный крем для жирной кожи купить;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101
тональный крем для жирной кожи на лето;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101
тональный крем для комбинированной кожи купить;https://da-vita.ru/catalog/lico.html;101;101;101;101;101;101;101;80;79;79;82;86;88;87
тональный крем для лета стойкий;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101
тональный крем для лица на лето;-;74;71;71;71;83;84;84;94;94;90;101;101;101;101
тональный крем для проблемной кожи на лето;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101
тональный крем для цветотипа лето;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101
тональный крем на весну;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101
тональный крем на весну для комбинированной кожи;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101
тональный крем на лето;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101
тональный крем на лето для комбинированной кожи;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101
тональный крем на лето для сухой кожи;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101
тоник dr sea;https://da-vita.ru/catalog/kosmetika-s-kastorovim-maslom/mineralnii_ochishchayushchii_tonik_s_ekstraktami_aloe_vera_i_ogurca.html;28;27;26;25;22;26;25;26;20;28;27;27;27;27
тоник для лица для чего он нужен;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101
увлажняющая маска для волос купить;https://da-vita.ru/catalog/uvlajnyayushchie-pitatelnie-maski-dlya-volos.html;24;9;23;23;21;21;13;21;20;21;11;19;14;19
увлажняющие маски для кудрявых волос купить;https://da-vita.ru/catalog/uvlajnyayushchie-pitatelnie-maski-dlya-volos.html;26;25;28;25;20;16;22;21;20;19;21;19;24;25
увлажняющие маски для рук купить;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101
увлажняющие маски купить;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101
увлажняющий гель для душа купить;https://da-vita.ru/catalog/uvlajnyayushchie-koju-geli-dlya-dusha.html;27;22;13;20;19;22;20;20;19;21;22;22;20;20
увлажняющий крем dr sea;https://da-vita.ru/catalog/rastitelnie-masla/uvlajnyayushchii_krem_s_maslami_olivi_i_papaii_i_ekstraktom_zelenogo_chaya_spf_15.html;45;62;68;60;62;87;88;63;66;66;63;56;48;49
увлажняющий крем mon platin dsm;https://da-vita.ru/catalog/kosmetika-dlya-lica-na-osen-i-zimu/uvlajnyayushchii-olivkovii-krem.html;83;86;93;82;82;86;86;64;74;74;79;75;73;71
увлажняющий крем для лета;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101
увлажняющий крем для лица на лето;https://da-vita.ru/beauty-blog/kak-vibrat-krem-na-leto-i-vesnu.html;13;12;13;13;13;12;13;11;13;16;16;15;16;9
успокаивающая маска для лица купить;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101
успокаивающая маска купить;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101
филлер для волос купить;https://da-vita.ru/catalog/filleri-i-ampuli-dlya-volos.html;26;29;28;31;24;31;26;29;28;29;21;29;31;30
хлавин косметика;https://da-vita.ru/catalog/lavilin__hlavin.html;11;11;10;8;7;10;10;9;8;8;10;9;10;9
целебная грязь мертвого моря;https://da-vita.ru/beauty-blog/gryaz-mertvogo-morya.html;3;3;3;3;3;3;3;3;3;3;3;3;3;3
целебная грязь мертвого моря отзывы;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101
цена на израильскую косметику;https://da-vita.ru/catalog/izrailskaya-kosmetika.html;4;4;4;3;3;5;4;4;3;48;3;3;3;4
что такое акне;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101
шампуни premier;https://da-vita.ru/catalog/shampuni-ot-vipadeniya-volos/shampun-ot-vipadeniya-volos-premier.html;4;3;4;5;3;3;3;3;4;3;5;5;5;6
шампунь dr sea;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101
шампунь dr sea купить;https://da-vita.ru/catalog/dlya_volos_drsea.html;35;24;29;23;24;33;32;31;32;32;40;39;40;38
шампунь health beauty;-;88;88;88;87;88;96;95;95;86;89;101;101;100;101
шампунь mon platin dsm;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101
шампунь mon platin dsm купить;https://da-vita.ru/catalog/mon-platin-dsm.html;12;10;12;8;13;15;12;11;13;13;11;11;14;11
шампунь активатор роста волос купить;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101
шампунь активатор роста волос цена;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101
шампунь гель для душа для мужчин купить;https://da-vita.ru/catalog/gel-shampun-dlya-mujchin.html;27;22;94;39;34;37;37;30;40;44;39;42;41;41
шампунь для блеска волос купить;https://da-vita.ru/catalog/shampuni-dlya-bleska-volos.html;21;31;25;32;29;38;36;35;25;30;31;31;30;35
шампунь для волос dr sea;https://da-vita.ru/catalog/shampuni-ot-vipadeniya-volos/ozdoravlivayushchii_gryazevoi_shampun_s_ekstraktami_krapivi_i_romashki.html;39;38;37;41;40;39;38;40;42;44;35;39;35;45
шампунь для волос с маслом арганы купить;https://da-vita.ru/catalog/shampuni-dlya-volos-s-arganovim-maslom/acidshampoo.html;98;98;101;95;95;101;101;89;52;43;92;90;92;94
шампунь для волос цена;https://da-vita.ru/catalog/shampuni.html;101;101;101;101;101;101;101;83;82;82;101;85;85;85
шампунь для глубокой очистки волос купить;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101
шампунь для кудрявых волос купить;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101
шампунь для окрашенных волос цена;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101
шампунь для роста волос для мужчин купить;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101
шампунь для светлых волос купить;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101
шампунь для смешанного типа волос купить;https://da-vita.ru/catalog/shampuni.html;67;72;71;63;58;66;64;67;67;66;66;67;59;77
шампунь для укрепления волос купить;https://da-vita.ru/catalog/shampuni-dlya-ukrepleniya-volos.html;3;3;3;4;3;4;3;3;1;3;3;2;3;1
шампунь на основе соли мертвого моря;-;81;79;79;79;64;88;87;88;95;96;101;100;101;101
шампунь на основе соли мертвого моря отзывы;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101
шампунь нормальных волос купить;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101
шампунь от выпадения волос цена;https://da-vita.ru/catalog/shampuni-ot-vipadeniya-volos.html;52;50;78;78;78;23;41;42;42;47;42;43;35;42
шампунь от желтизны волос купить;https://da-vita.ru/catalog/shampuni-protiv-jeltizni-volos.html;101;101;101;59;57;49;57;56;58;53;59;61;60;61
шампунь от перхоти health beauty;https://da-vita.ru/catalog/ochishchenie-problemnoi-koji-golovi/shampun-ot-perhoti-premier.html;39;34;37;36;32;87;87;88;88;86;90;86;87;89
шампунь против выпадения волос для мужчин купить;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101
шампунь против выпадения волос купить;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101
шампунь против желтизны волос купить;https://da-vita.ru/catalog/shampuni-protiv-jeltizni-volos.html;101;101;101;36;41;29;41;42;41;37;26;34;42;49
шампунь с кератином для волос купить;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101
шампунь с кератином для волос цена;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101
шампунь с солью мертвого моря;https://da-vita.ru/beauty-blog/sol-mertvogo-morya---sekreti-primeneniya.html;33;29;39;39;35;59;36;38;39;74;89;88;95;94
экспресс кондиционер для волос купить;https://da-vita.ru/catalog/ekspress-kondicioneri-dlya-volos.html;15;16;19;20;5;17;15;17;8;18;15;19;18;21
элитная косметика для лица;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101
элитная косметика для мужчин;https://da-vita.ru/catalog/mujchinam.html;10;10;10;10;9;10;9;9;10;12;7;7;6;10
элитная мужская косметика;https://da-vita.ru/catalog/mujchinam.html;11;11;12;12;10;8;8;9;7;10;7;7;7;10
эффективный крем от грибка ногтей на ногах;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101
